Tactic_A,Tactic_B,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,logRR_norm,phi_norm,Score_default,Score_minus_conf
High-level synthesis,"Thread for synchronous, blocking operation",0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
High-level synthesis,Training pipeline,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
High-level synthesis,Training sample condensation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
High-level synthesis,UI convention usage,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
High-level synthesis,User-controlled system reset,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
High-level synthesis,User-in-the-loop,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Pruning,0,23,1,196,220,1,23,0.2736491391955218,,-0.023089192656172482,1.0,,-0.023089192656172482,,
Post-hoc uncertainty calibration ,Quantization,0,42,1,177,220,1,42,0.35082268041346987,,-0.032824081828024605,1.0,,-0.032824081828024605,,
Post-hoc uncertainty calibration ,Post-training quantization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Huffman coding,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Ablation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Mixed-precision compression,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Integer-only operations,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,,-0.016230686829029888,,
Post-hoc uncertainty calibration ,Parameter amount reduction,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Binary and ternary weights training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Quantization-aware training,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Binary weights and activations,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Ternary weights and activations 2-bit,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Ternary weights,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,ADMM-based compression,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Sparsification,0,10,1,209,220,1,10,0.19007895443513734,,-0.014745798506793627,1.0,,-0.014745798506793627,,
Post-hoc uncertainty calibration ,Weight sharing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Weight grouping,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Node masking,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Diagonal scalar weight matrix,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Matrix reusing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Smaller computation datatype,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,,-0.012250030242299492,,
Post-hoc uncertainty calibration ,Tensor or matrix decomposition,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Continous learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Imitation learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Closed-loop learning,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Meta-learning,1,9,0,210,220,1,10,0.19007895443513734,,0.3096617686426662,0.045454545454545456,,0.3096617686426662,,
Post-hoc uncertainty calibration ,Self-supervision learning,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Self-adjusted learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Distillation learning,0,11,1,208,220,1,11,0.19837015644199685,,-0.015502478656928756,1.0,,-0.015502478656928756,,
Post-hoc uncertainty calibration ,Transfer learning,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,,-0.012250030242299492,,
Post-hoc uncertainty calibration ,Federated learning,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,End-to-end learning,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Few-shot learning,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Online training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Test-time training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Fault tolerant training,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Adversarial training,0,28,1,191,220,1,28,0.29725897566229753,,-0.025805147386888844,1.0,,-0.025805147386888844,,
Post-hoc uncertainty calibration ,Adversarial generation decoupling,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Incremental training with sensor data,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Inclusion of wrong labeled data in training,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Training with unlabed data,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Standard training on fully labeled datasets,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,On-device local training,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Training with gradient noise,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Contrastive representation learning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Training optimization algorithm selection or adaptation,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,,-0.016230686829029888,,
Post-hoc uncertainty calibration ,Training loss function selection or adaptation,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Label smooting,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Training loss early stopping,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Weight initialization random,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Pretraining,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Suppress redundant channel activations,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Regularization training,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Post-hoc uncertainty calibration ,Training with uncertainty measures,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Finetuning ,1,11,0,208,220,1,12,0.206212993639731,,0.28133190503651806,0.05454545454545456,,0.28133190503651806,,
Post-hoc uncertainty calibration ,Fault-aware retraining,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Retraining for fine tuning,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Quantization-aware retraining,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Automatic retraining and deployment triggering,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Training with adversarial noise,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Heuristics-driven augmentation,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Data-driven augmentations,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Modular system design,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Sensor ring architecture,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Containerization,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Specific model type selection,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,TPU SoC or Accelerator Hardware ,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Edge compute hardware,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Library Encapsulation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Deployment pipeline creation,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Model pool for deployment,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Network combination,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Network partitioning,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Post-hoc uncertainty calibration ,Weight averaging,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Input resolution adjustment,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Sensor or input data fusion,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,,-0.012250030242299492,,
Post-hoc uncertainty calibration ,Sliding Window,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Frame rate reduction,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Input spatial partitioning,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Input contrast improvement,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Input modification,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Sequential input fusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Signal overwriting,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Denoising,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Robust feature extraction,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Post-processing,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Decision smoothing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Width adjustment,0,16,1,203,220,1,16,0.2340716616353513,,-0.018924431860121986,1.0,,-0.018924431860121986,,
Post-hoc uncertainty calibration ,Depth adjustment,0,13,1,206,220,1,13,0.21366320426695828,,-0.016934190694032916,1.0,,-0.016934190694032916,,
Post-hoc uncertainty calibration ,Last stage reduction,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,New or specific layer module,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Model fusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Kernel regularization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Regularization,0,7,1,212,220,1,7,0.16170349855334454,,-0.012250030242299492,1.0,,-0.012250030242299492,,
Post-hoc uncertainty calibration ,Early-exit inference,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Additional side branches with uncertainty measures,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Tuner and meta-tuner blocks,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,,0.7054905350018305,,
Post-hoc uncertainty calibration ,Adapter module,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,,0.7054905350018305,,
Post-hoc uncertainty calibration ,Bottleneck module,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Separation of convolutional kernels,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Depthwise-separable convolution layers,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Convolution unfolding,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Activation function selection,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Layer fusion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Fault-map-based neuron re-mapping,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Multiscale feature processing architectures,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Architecture design through math. optimization,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Neural architecture search,0,10,1,209,220,1,10,0.19007895443513734,,-0.014745798506793627,1.0,,-0.014745798506793627,,
Post-hoc uncertainty calibration ,Hardware and Software codesign,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Post-hoc uncertainty calibration ,Architecture design optimization with reinforcement learning,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Model format conversion,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Normalization,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,Policy conversion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Feature encoding,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,,-0.01030489841262239,,
Post-hoc uncertainty calibration ,On-chip weight caching,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Cache preloading,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Prediction/intermediate result caching,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Relevant content caching,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Light communication protocol usage,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Cloud compression and edge reconstruction,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Deadline-aware scheduling,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Memory scheduling,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Multitask Scheduling,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Single task assignment,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Adaptive model scheduling,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Adaptive batching,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Sensor duty cycle,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Later local processing of encoded features,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Concurrent processing hardware,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Post-hoc uncertainty calibration ,Straggler mitigation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Prediction combination of multi-models,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Competing models ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Multi-model of different models,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Task-level parallelism on CNN layer-level,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,,-0.013955903880885202,,
Post-hoc uncertainty calibration ,Data-level parallelsim in CNN layer,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Event-based processing,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,Partial layer execution,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Matrix-multiplication optimization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Simultaneous memory loading,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,,-0.009195620984470755,,
Post-hoc uncertainty calibration ,External computational offloading,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,,-0.016230686829029888,,
Post-hoc uncertainty calibration ,Internal computation balancing,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Quantitative sensor selection,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Out-of-distribution detection,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Failure prevention or mitigation,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,,-0.011314794771426396,,
Post-hoc uncertainty calibration ,Independent model development,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Coupled semantic descriptions,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Test time adaption,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,,0.5747079199931839,,
Post-hoc uncertainty calibration ,Merging of fault maps,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,High-level synthesis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Analysis cooldown,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Asynchronous communication,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Automatic testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Background queue,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Buffering,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Centralized configuration,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Classification analysis below threshold,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Classification confidence analysis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Classification documentation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Comparative architectural analysis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Cross-dataset evaluation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Device registry,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Edge case testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Error documentation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Event documentation,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Explicit interfaces,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,External component integration,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,External dependency reduction,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Feature format conversion,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Hardware simulation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Hardware-driven software design,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Heartbeat,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Internal interface abstraction,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Internal interface declarative data modeling,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Internal interface segregation,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,,-0.006472390229374592,,
Post-hoc uncertainty calibration ,Lazy loading,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,,-0.007945270783315908,,
Post-hoc uncertainty calibration ,Lightweight framework usage,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
Post-hoc uncertainty calibration ,Lightweight model,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,,-0.0045662100456621,,
